title,rate,casting,director,year,genre,user_review,link
The Bride,6.5,"['Jessie Buckley', 'Christian Bale', 'Annette Bening', 'Penélope Cruz', 'Julianne Hough']",Maggie Gyllenhaal,2025.0,horror,,https://www.imdb.com/title/tt30851137/?ref_=sr_i_36
Fear the Walking Dead,6.8,"['Kim Dickens', 'Frank Dillane', 'Cliff Curtis', 'Rubén Blades', 'Colman Domingo']",Creators,2015.0,horror,"I've been a fan of The Walking Dead and Fear the Walking Dead since the beginning. Even though the original Walking Dead is the better of the two, Fear still holds its own and is definitely worth watching. There are people who complain and hope that it gets canceled. I'll never understand why people root for a show to get cancelled...just stop watching it. Why root for it to go if a lot of people still like it, all you have to do is change the channel. There are a few down seasons like 4 and 5 but it picks back up again in a big way with season 6. It's coming to an end after this upcoming season and even though I still enjoy the show, it's time for it to come to an end. If you're a fan of this genre then this is a must watch.",https://www.imdb.com/title/tt3743822/?ref_=sr_i_37
Srpski film,5.0,"[""Srdjan 'Zika' Todorovic"", 'Sergej Trifunovic', 'Jelena Gavrilovic', 'Slobodan Bestic', 'Katarina Zutic']",Srdjan Spasojevic,2010.0,horror,"Consider this not exactly as a review, but as a warning from a friend, in case you haven't seen this film yet and are curious about it. There are already many good reviews here dealing with the cinematographic, technical, cultural etc aspects of this film, so I won't add anything new there. This is not about the film, but about you, the potential viewer.As many other reviewers, I've seen a significant amount of ""extreme"" or strong horror movies. Fear and shock are powerful emotions, and films are a safe and entertaining way of experiencing them. Some of them left a deep impression in me, sometimes for a few days, but that eventually vanishes.With this film, it's a different story. It may leave permanent scars in your mind that will ruin some of the best experiences of your life, such as witnessing the birth of your child or lying in bed caressing a son's hair. Violent and obscene thoughts will keep intruding, and it's scary for me to think how much this can affect some people. If you think that you may belong to this group, don't risk it. There are many good films out there, and you may go on living without watching this one. Otherwise, go and watch it, but just remember that images can not be erased from your brain aftewards.This is why this is so different. The fear does not come during the movie. It comes after. And it is too real.",https://www.imdb.com/title/tt1273235/?ref_=sr_i_38
Midsommar,7.1,"['Florence Pugh', 'Jack Reynor', 'Vilhelm Blomgren', 'William Jackson Harper', 'Will Poulter']",Ari Aster,2019.0,horror,"Since I'm swedish I found this really funny and absurd, the wierd traditions were obviously inspired from The Wickerman more than the actual swedish tradition, Midsommar. I'm also really glad I watched it in my home and not at the cinema with other people, because there were scenes I laughed at and I didn't want to laugh at scenes with others, becuase it wasn't really funny. I coudn't help laughing, but at the same time feel really uncomfortable. I enjoyed this movie a lot, every scene made me intrigued and dumbfounded. Sry about the spelling and what not, first rating an all.",https://www.imdb.com/title/tt8772262/?ref_=sr_i_39
Alien,8.5,"['Sigourney Weaver', 'Tom Skerritt', 'John Hurt', 'Veronica Cartwright', 'Harry Dean Stanton']",Ridley Scott,1979.0,horror,"The further we go in special effects, the more movies show us and ignore the unseen, the more people will return to dark horrors like this one.It's hard to look at this film without considering the sequels and knowing the alien itself, however when made the alien was mostly unseen and a mystery. It's difficult to forget what you've seen, but it's important to approach this film first if possible rather than joining the series late.It's amazing that this is over 20 years old - apart from the actors looking so young, the film doesn't feel dated at all. The sci-fi visions here are still bleak and futuristic as they were then - this is not the Star Trek vision of the future. The foreboding exists long before John Hurt spills his secret, Scott's direction is excellent throughout. Once the alien is ""born"" the tension is cranked up and the characters dispatched one by one (a formula we know oh-so well now!)However here the characters are not merely alien-food but have some dimension to them. Weaver is excellent, while the support cast is full of great support actors (Stanton, Kotto, Hurt, Skerritt, Holm), but of course the real star is the one we see least of.We barely see the alien in full detail, most of the time it is set in shadows, moving with deadly intent.The alien here is not simply a killing machine as seen in later films but is cruel with it. Witness the alien trap a female crew member and slowly rub up her leg, moving with slow seductive movements before moving with terrifying speed to kill another crew member sneaking up behind it. The slow movements betray the alien's pure cruelty.The film is a study in terror. It may not be as action packed as the other films in the series but it brings the claustrophobia of being hunted to a new level.",https://www.imdb.com/title/tt0078748/?ref_=sr_i_40
What We Do in the Shadows,8.6,"['Kayvan Novak', 'Matt Berry', 'Natasia Demetriou', 'Harvey Guillén', 'Mark Proksch']",Creator,2019.0,horror,"What We Do in the Shadows follows a small group of vampires who live together on Staten Island and the adventures they wind up in.The movie, which follows a different group in Wellington, New Zealand, is excellent and I highly recommend it if you haven't seen it before. If you love the movie, you will love the show! What makes the show better than the movie comes down to the episodic nature of television. The episodic format means plot-lines can begin and end more quickly than the movie, characters can be developed more and they can be thrown into a wider variety of crazy situations. The movie had great world-building but could only do so much with an 85 minute runtime, and the show furthers that simply from having more time.The show would not work if Taika Waititi and Jemaine Clement, who wrote/directed/acted in the movie, were not onboard. They ensured that the tone, production design, shooting style, and humor were all on par with the film. Thank goodness season 2 is on the way!",https://www.imdb.com/title/tt7908628/?ref_=sr_i_41
Baby Driver,7.5,"['Ansel Elgort', 'Jon Bernthal', 'Jon Hamm', 'Eiza González', 'Micah Howard']",Edgar Wright,2017.0,music,"I was able to watch Baby Driver during an advanced screening last week and and yes it's as amazing as the critics say it is. The way it uses the music is just so great. It's so different from all the other movies, but it isn't artsy in a way that only the critics will like it: this is a movie for everyone. I went with a friend who is really hard to please when it comes to movies, but I just knew he would love this. And I was right, I never saw him as excited about a movie as he was about this one. It's just so much fun to watch, but it's also serious when it needs to be and it has very intriguing characters. But I'll be honest, the core of the movie is its music. I think this is the second time I say it, but the music works so well. If I wasn't in the theaters I would sing with the songs. Even though it's completely different, it reminds me a bit of Fury Road in the way that it makes you want to punch your fist and the air and cheer during the movie. In reality I think it's more a mixture of La La Land and Grand Theft Auto (it's definitely not a musical by the way). Go see this movie. I don't want to overhype anyone, but I'll make a bold statement and say this is my favorite Edgar Wright movie. I'll be shocked if this doesn't appear on many 'Best of the Year' lists in December, at least I already know it'll be on mine.",https://www.imdb.com/title/tt3890160/?ref_=sr_i_1
Descendants: The Rise of Red,7.5,"['Kylie Cantrall', 'China Anne McClain', 'Rita Ora', 'Jeremy Swift', 'Malia Baker']",Jennifer Phang,2024.0,music,,https://www.imdb.com/title/tt20202136/?ref_=sr_i_2
Back to Black,6.4,"['Marisa Abela', 'Eddie Marsan', ""Jack O'Connell"", 'Lesley Manville', 'Juliet Cowan']",Sam Taylor-Johnson,2024.0,music,"Truth, if it were needed, that Lesley Manville can turn her hand to anything, but otherwise this is a rather unremarkable biopic of a woman whose character, I must confess, I didn't actually like very much. She is the nan of Amy (Marisa Abela) and the two have a special bond. Amy lives with her mum who is divorced from her dad Mitch (Eddie Marsan). He fancies himself as a bit of a crooner and she is steeped in jazz, determined to write her own songs and make a success of herself - on her own terms. Enter Nick (Sam Buchanan) who works for music mogul Simon Fuller and she is, after an initial bit of hostility, signed up and on her way. The remainder of the chronology is all pretty straightforward as Sam Taylor-Johnson decides to focus on an entirely speculative look at how her personal life developed. Amy's increasingly strained relationship with her friends and her father, her grandmother's terminal illness and her ""toxic co-dependent"" relationship with the charismatic Blake (Jack O'Connell). There's no doubting that many of her songs are great, and hats off to Abela for putting her own slant on them. She does her own singing and though she does rather over-egg it, she does imbue a sense of the sheer force of personality this woman had. O'Connell, too, does well enough - especially with his Shangri-La dance in the pub when they meet, but somehow the whole narrative is just too bitty and episodic. The presentation of her character is way too shallow and frankly she is portrayed as a bit of an obnoxious brat. Her increasing exposure to the hounding paparazzi is well illustrated and that growing sense of exasperation obvious, but again we jump around too much as we seem to be rushing to conclusion we know all about. At two hours it is too long in many ways and too short in others. The dialogue offers us little insight into just who she was and by the end, I felt sad for her but can't say I really cared about any of them. The aggression of the photographers seems to receive a disproportionate share of the blame for her predicament whilst rather discounting her own series of bad choices fuelled by her own immaturity and by the public's obsessions with watching what it builds up come crashing down. They couldn't sell their photos if we didn't want to buy them. A great musical legacy left behind by one who, along with so many other ground-breaking, but flawed, musical geniuses, might just have been better left for our ears.",https://www.imdb.com/title/tt21261712/?ref_=sr_i_3
Girls5eva,7.3,"['Sara Bareilles', 'Busy Philipps', 'Paula Pell', 'Renée Elise Goldsberry', 'Daniel Breaker']",Creator,2021.0,music,"This show is extremely funny but only to the right audience.If you liked kimmy Schmidt (or anything by tina fey), this is definetly for you.If you love love love hamilton, you will love this.If you liked the Crazy Ex Girlfriend Songs, this is perfect for you.If you like shows you can watch over and over and still find new hidden jokes, references and callbacks, this is definitely for you.This show has a high addiction factor. I constantly watch it again and again!Although i've recommend it a lot, not many would agree with me, but only because it is just for a very niche audience.So, any negative commenters just don't get the jokes and humor of it all. You have to experience it for yourself!",https://www.imdb.com/title/tt11650492/?ref_=sr_i_4
Bob Marley: One Love,6.4,"['Kingsley Ben-Adir', 'Lashana Lynch', 'James Norton', 'Tosin Cole', 'Umi Myers']",Reinaldo Marcus Green,2024.0,music,"A Marley fan, I went in worried having read the critics reviews ultimately saying it's ""ok"" with some great performances but a missed opportunity as it's bubblegum Marley.I disagree, this was a compelling and entertaining movie, sure there is some rich material that was left untapped, but it would take a Netflix series to unwrap his life - one day maybe!Endorsed by and produced by the Marley family, it's clear that they wanted it to be about hope, love, unity and the making of his definitive album; Exodus. But they also did touch on some of the tougher material - but maybe didn't dwell on it as much as the critics would like. We don't witness his ill health and death, but do we really need to? I don't think so.Lots of references and small touches that will resonate with those who know his story well, that may be missed by others. If you know, you know and that adds an extra layer, but none of that knowledge is needed to enjoy the movie.The soundtrack is of course fantastic and acts as a narrative through the movie, there is emotion, joy and a clear mission.A very well executed, and acted, biopic that although pulls a few punches, doesn't fail to entertain and give the viewer a window into Marley. Yes it leaves you wanting more...but thats fine by me. Come on Netflix :)",https://www.imdb.com/title/tt8521778/?ref_=sr_i_5
Priscilla,6.6,"['Cailee Spaeny', 'Jacob Elordi', 'Ari Cohen', 'Dagmara Dominczyk', 'Tim Post']",Sofia Coppola,2023.0,music,"Just rather uninteresting, on film terms at least.It is interesting seeing the film portray a different type of version of Elvis Presley, one that is uncomfortable to watch unfold but one that ought to be told. That's where anything noteworthy I have to say about this release ends, though. As a movie, it's rather boring. I'm not convinced there's enough to be told across a full blown picture, at least not one around 1hr 45mins in length. I will say that Cailee Spaeny puts in a solid display as the titular character, in fairness.Jacob Elordi as Elvis, in my opinion, isn't a positive to be honest. If I didn't know he was playing Elvis I genuinely wouldn't have guessed he was playing the singer, aside from a few outfits and the twisty bit of hair in his fringe. Accent particularly seemed off to me too, Elordi amusingly (given the director's connection) sounds more like Nicolas Cage (c. 1997, 'Con Air', Cameron Poe) on phone call scenes.It's competently put together visually at least, though overall I can't honestly say this made a mark on me personally. I don't feel like I learnt anything about 'Priscilla' herself. I doubt I'll remember this one long term, sadly.",https://www.imdb.com/title/tt22041854/?ref_=sr_i_6
La La Land,8.0,"['Ryan Gosling', 'Emma Stone', 'Rosemarie DeWitt', 'J.K. Simmons', 'Amiee Conn']",Damien Chazelle,2016.0,music,"This movie is infinitely close to when we were young: arrogant, romantic, dreamy, longing for love, but lack of money. Then when we have tasted the hardships and pains of society and finally achieved something, is the person around you still the one you love the most? Only when you have thoroughly pained and loved, can you understand how difficult it is to be innocent love. Only when you let go can you support your dream and fulfill your pursuit. In the end, Mia's fantasy surprised all the audience. This is the fantasy of all sweet love, and it is the most exciting meaning of this movie. I dare say that if there is no final fantasy, or the hero and heroine are together again, this movie will eventually become a second-rate love song and dance drama. Only if you can't get it, can you fully understand the bitterness and sweetness of youth. After all, the most beautiful love is just a flash in the pan. I love you, but I can only wish you happiness. This is the supreme love. This love becomes a part of life and a belief. LA LA LAND, loving you is like loving part of my life.",https://www.imdb.com/title/tt3783958/?ref_=sr_i_7
Green Book,8.2,"['Viggo Mortensen', 'Mahershala Ali', 'Linda Cardellini', 'Sebastian Maniscalco', 'Dimiter D. Marinov']",Peter Farrelly,2018.0,music,"Outstanding true story film showing that color doesn't define us, but how we act ourselves and towards others, does.Great performances from the entire cast, especially Viggo Mortensen and Mahershala Ali who were perfectly cast and convincing in their roles. It was also great to see comedian Sebastian Maniscalco in this film as well.Writer, director and producer Peter Farrelly nailed every aspect of this biography.The score, cinematography, sets and visuals were all on point.I'm not a fan of slow paced long films, but this was was close to an exception. I feel if the pace was picked up a bit and/or the 130 min run-time edited down to around 110 mins, this would have been a perfect 10 from me.Excellent drama and comedy perfectly positioned throughout the film.A well deserved 8/10 from me.",https://www.imdb.com/title/tt6966692/?ref_=sr_i_8
Whiplash,8.5,"['Miles Teller', 'J.K. Simmons', 'Melissa Benoist', 'Paul Reiser', 'Austin Stowell']",Damien Chazelle,2014.0,music,"I don't say that often, in fact...never. There aren't enough superlatives to describe the amazingness of Whiplash. Damien Chazelle crafted not just a tense dramatic piece of cinema, but a thematic experience with layered subtext. Andrew is a college student who simply wants to be the best drummer. Terence Fletcher, a renowned teacher at said college, sees potential in Andrew and chooses him to be the drummer in his band, at the expense of emotional distress. This is a brutal character study, absolutely savage. This is about Fletcher as much as it is about Andrew. The psychological battle and the consequential emotional turmoil that follows. I've never been so compelled in a drama ever (and this is my 5th viewing). The strive for perfection amidst the continuous passion that elevates Andrew as a person and how Fletcher uses his passion in attempt to obtain the perfect musician that Andrew hopes to be. The struggle for perfection is difficult in any profession, there is no right or wrong way to achieve this; the question is: ""is there a line between gently pushing someone towards a goal or inflicting emotional torture upon them?"". Fletcher leans towards the latter, so much so that he actually imposes physical damage to Andrew to test whether he will be discouraged from the harsh reality of perfection or not. The internal struggle in Andrew is excellently conveyed, you can see his passion seeping through the blood, sweat and tears and yet mentally unable to cope with Fletcher's methods. A simple story, but executed with such ferocity and intelligence that it just feels fresh. Damien Chazelle directed the heck out of this. Quick cuts between the musical instruments and nice long takes of Miles Teller and J.K Simmons duelling in anger. Speaking on Simmons, the best performance I've seen in years. Both complicated and terrifying simultaneously, he deserved every award. Teller was near perfect as well, conveying innocence and vulnerability. Look, I can talk about Whiplash forever. It's a masterpiece. End of review.",https://www.imdb.com/title/tt2582802/?ref_=sr_i_9
All That,7.5,"['Amanda Bynes', 'Nick Cannon', 'Kenan Thompson', 'Soup', 'Josh Server']",Creators,1994.0,music,"the new show is pure CRAP! when i was 4 (all that started) i didn't understand half of the stuff but it was my favorite show. Lori in the library was SO funny, and i didn't really get what Pierre es cargo was supposed to mean, but now i luv it! they should stop showing all that completely if they cant get funny people on there. the ONLY person i like now is Ryan Coleman and thats only because hes hot. i loved every single old cast member on the old show (i wish more than anything they would at least show reruns instead of this bull crap) especially Lori, Amanda, kel, kenan, Danny, and josh. i don't see how this show is even allowed to be on TV nowadays cause it totally SUKS!",https://www.imdb.com/title/tt0111875/?ref_=sr_i_10
Robot Dreams,7.6,"['Ivan Labanda', 'Albert Trifol Segarra', 'Rafa Calvo', 'José García Tos', 'José Luis Mediavilla']",Pablo Berger,2023.0,music,"Didn't know actually what I'm about to see, but the animation in the poster caught my eyes. I've also noticed its nomination for this year's Oscar awards, for animated movie, so this also caught my eyes. I wrapped the wife and kids and went to see the screening on a small cinema room with beanbags (and other kids on them) all over the floor.It started with no words, so the kids immediately noticed this fact and reported about it. It continued with images, fabulous soundtrack and tones of sensitivity, which you cannot ignore, whether you are a kid or a grown up. No need to say any word to understand the loneliness of one dog, who live in New York of the 80's.No need also to understand what one robot is bringing to his life, once he is connected and working. The entire noisy and colorful environment is not capable to give this dog half of what cold tin robot can supply. And then they get separated and the movie changes in two directions: the real world and the fantasy world - both demonstrate the longing and yearning to any contact. From both sides.The movie's rhythm is just ecstatic and is part of wide spectrum of colors, images and type of animals and figures that appears in it. The music is one part of the success that wraps this production. The heart worming story and how it ends are other parts that just work great.On the downside, the core of the movie is not a presentation of the friendship, but the will to get it back and how to fill the void, while searching for it. Doesn't always seem related, but It is so well crafted, so it didn't bother me to the actual movie flow - not a little bit and especially when kids of others caught my attention and jumped around to ruin the fluidity of the movie - externally.It is definitely the material for the Oscars - a non-mainstream big studio movie that has New York in a nus shell. Its like a Woody Allen picture, without the whining and neurotic main character, which is played by Allen himself. It's a special movie and one you definitely don't want to miss - whether it wins the Oscar or not.",https://www.imdb.com/title/tt13429870/?ref_=sr_i_11
Saturday Night Live,8.0,"['The Saturday Night Live Band', 'Don Pardo', 'Darrell Hammond', 'Kenan Thompson', 'Lenny Pickett']",Creator,1975.0,music,"It probably was inevitable. When first aired the show seemed fresh, and although many skits bombed, the ones that didn't more than made up for it. If Eddie Murphy hadn't been in the next cast change, SNL probably would have ended in the early '80s. The third iteration with Dennis Miller, Carvey, Lovits and Myers was the best cast in the show's run. The fourth change-up saw ratings slump with dull routines by Ferrell, Shannon et al, and the slide has continued..it now takes a cast of 20 to try where 7 formerly succeeded. There are exceptions. Tina Fey & Kate McKinnon are often brilliant. Jost & Che are good. Sadly, this is a show that is no longer watchable in prime time or anytime.20 7.",https://www.imdb.com/title/tt0072562/?ref_=sr_i_12
A Star Is Born,7.6,"['Lady Gaga', 'Bradley Cooper', 'Sam Elliott', 'Greg Grunberg', 'Andrew Dice Clay']",Bradley Cooper,2018.0,music,"Had heard nothing but great things about this latest 'A Star is Born' film, with even my own sister saying it was a must see. There was also the interest to see how Lady Gaga would fare in her acting debut and how Bradley Cooper would fare as first-time director. Decided to see it when taking a break from practise with nothing else better to do, going in with very high expectations, as part of my ""seeing as many 2018 films as possible"" quest.This is not the only, or first, 'A Star is Born' film. There is one from 1937 with Mitzi Gaynor and Fredric March, my personal favourite. There is one from 1954, the most famous, which is overlong but does contain Judy Garland's best ever performance and terrific songs (especially the heart-wrenching ""The Man That Got Away""), love James Mason in it too. There is the 1976 film with Barbra Streisand, personally don't care for it but Streisand sings beautifully and ""Evergreen"" is to die for.As far as the versions of 'A Star is Born' goes, this one from 2018 compares extremely favourably. Not quite as good as the 1937 film, but on the same level as 1954 and better than 1976. May not love it as much as others, but the appeal is justified and the acclaim is deserved from my personal perspective. In terms of films from 2018, 'A Star is Born' is among the better ones.It's not perfect. A few story elements are a touch rushed and lack credibility, like Ally getting stage spotlight in such a short space of time, and occasionally it's a little on-the-nose like the making Ally glitzier advice from Rez.The final act also could have been tightened, slightly too padded and dragged out.What 'A Star is Born' does so well is taking a familiar story and making it still fresh and relatable. It's always entertaining and glamorous yet the love story is every bit as important, and even more so, and is both charming and emotionally impactful. Everything about 'A Star is Born' is slick, endlessly entertaining and with lots of heart and surprising poignancy, also had the experience of not a dry eye being in the auditorium with tears silently rolling with me.Visually, it's very eye catching and sumptuously made, beautifully shot with lots of glitzy glamour and style. Loved the songs, none are quite on the same level as ""The Man That Got Away"" and ""Evergreen"" but they are extremely well written, easy to remember, have a wide range of emotions, are very well sung and staged, are integrated beautifully integrated into the story, some moving the story forward or telling it through the song rather than being a grinding things to a halt distraction. ""I'll Never Love Again"" and ""Shallow"" stand out.Dialogue has wit and heart and the story shines particularly in the first third. Cannot say anything bad about the performances, with Lady Gaga providing a contender for the most surprising performances of the year in a quite outstanding acting debut (her singing is also absolutely great of course), a star is born indeed. Bradley Cooper gives one of his best performances as a charismatic and charming yet conflicted leading man, do not associate him with musicals and worried as to whether he would fit but it fits him like a glove. He too directs for the first time, and it is hard to believe that a directing job this slick and audacious was only his debut, really do disagree about his contributions being a vanity project with so much effort being put into everything. There is fine support from particularly Sam Elliott and the chemistry between the two leads is wholly believable.Altogether, very, very good and often splendid. 8/10 Bethany Cox",https://www.imdb.com/title/tt1517451/?ref_=sr_i_13
Elvis,7.3,"['Tom Hanks', 'Austin Butler', 'Olivia DeJonge', 'Helen Thomson', 'Richard Roxburgh']",Baz Luhrmann,2022.0,music,"Compared to other musical biopics that have hit the screen in recent years (Rocket Man, Bohemian Rhapsody), 'Elvis' is tad underwhelming. It is a solid film but Luhrmann's direction failed to fully draw me in and impress.There is a lot to like about this film however. Austin Butler gives a truly terrific performance and thoroughly shines in the role. He is so charismatic and really embodies everything that Elvis was. Hanks on the other hand is reduced to a bit of a caricature which really didn't work for me. A shame as I am normally a huge fan of Hanks but felt like this casting was a little off.Perhaps the biggest draw back for me was the style of film making. The opening 30-40 minutes were very chaotic. The non-linear story telling made the opening act feel unnecessarily messy. Once things were unravelled and we started progressing through Elvis' life chronologically, things somehow felt drawn out yet fleeting at the same time. I think Luhrmann missed the mark on this one a bit.I also would have liked to have seen more from a musical perspective. At times the film had the wrong focus and I think it failed to capture just how and why Elvis became the icon he was.Despite this the film does a good job of exploring over 20 years of Elvis' life, which is no mean feat. There are some fantastic sequences and brilliant costume work throughout.Elvis is a solid film and there is a lot to enjoy, but I was expecting more and feel like with such an interesting story to tell this film could have and should have been better.",https://www.imdb.com/title/tt3704428/?ref_=sr_i_14
Dirty Dancing,7.0,"['Patrick Swayze', 'Jennifer Grey', 'Jerry Orbach', 'Cynthia Rhodes', 'Jack Weston']",Emile Ardolino,1987.0,music,"Is the movie predictable? Does it ooze with Cliches? Might it annoy you with its romantic/soft tones? Well the latter question is one only you can answer ... the other ones are quite easy to answer. No matter if you like the movie or not ... but it is beloved for many reasons. One that is not mentioned enough is the soundtrack! Just great songs all the way through.The other obvious reasons are the main actors/characters. You have Patrick Swayze - the hot rebel ... hard on the inside, soft as cotton on the inside. So frail that some men may have quite a few issues with him. But this is not aimed at any macho loving public - this is aimed at women! And their fantasy - most of them that is, because as with men you can't say they are all the same.The fact that this man, who seems so full of confidence has no idea ... makes him more than attractive to women ... and some men of course. Let's not forget about them as well. So while you can dissect this really easy ... you can also just enjoy the romp - and maybe carry a watermelon ... although you probably are more likely to get excited about the nobody puts baby in the corner line ... if you don't get goosebumps towards the end ... well it is an indication that you probably won't like the movie as much.A clash of rich and poor ... of sex through dance ... those motions ... those hip movements ... there was a time where this was not only dirty dancing, but also illegal dancing ... good thing we do not live in a time like that, right? That aside, the movie really is quite the experience ... in a really good sense.",https://www.imdb.com/title/tt0092890/?ref_=sr_i_15
Glee,6.8,"['Lea Michele', 'Jane Lynch', 'Matthew Morrison', 'Cory Monteith', 'Chris Colfer']",Creators,2009.0,music,"I started binge watching this show everybody was talking about only a few weeks ago and grew to love it, for the music, dancing and humor... Santana was really cruelly funny, Brittany a hell of a dancer, Rachel and Mercedes have an amazing voice, Kurt is your bff... They lost me early in season 4 with the new (some of them flat boring) characters but the ""older"" cast were never far away so the pill ended up easy to swallow. It's a great show, you just feel like shaking it and dancing all the time while watching... It's just so sad to know that some of the lead actors are no more...",https://www.imdb.com/title/tt1327801/?ref_=sr_i_16
Maestro,6.5,"['Carey Mulligan', 'Bradley Cooper', 'Matt Bomer', 'Vincenzo Amato', 'Greg Hildreth']",Bradley Cooper,2023.0,music,"We don't know much about Leonard Bernstein. We didn't learn why he wanted to be a composer or how he got in the business. His relationship wasn't very clear either. He's bisexual, but that doesn't go anywhere. His wife isn't explained much either other than being a stage actress. We don't know much about his children. The timelines aren't clear when the movie takes place. It seems to start in the 50s other than the opening scene of him as an old man. I do like Bradley Cooper's performance, but not much comes from the character. We don't know what made him famous since he was already famous before his memorable score in On the Waterfront.",https://www.imdb.com/title/tt5535276/?ref_=sr_i_17
This Is Me..,4.3,"['Jennifer Lopez', 'Fat Joe', 'Jane Fonda', 'Ben Affleck', 'Idaliz Cristian']",Dave Meyers,2024.0,music,"Scrolling through Prime for something to watch and came across ""This Is Me... Now: A Love Story by J-Lo. I went in with an open mind; not having read any reviews, so had no preconceptions.It started off OK, pretty visuals, but I quickly realised (within the first 10 minutes or so) that this was some cringe-worthy, self-indulgent, vanity project (thank goodness for the fast forward button!!!)I did press 'play' at regular intervals to see if (by some miracle) things had improved, but no... my time & intellect was wasting away with each passing minute!!!! ...Dramatic? Nope; it really was THAT bad!!! In addition, I felt nothing but second-hand embarrassment for her as she danced her way through each mind-numbing scene (not to mention the God-awful soundtrack!)I mean,who actually advised her that this project was a good thing to do? ...must have been the same people who advised Beyonce that her ""Black Is King"" garbage was a good idea 🙄If I had to describe this 'film' in 3 words, it would be: Egotistical. Tedious. Cringe-worthy.",https://www.imdb.com/title/tt30215084/?ref_=sr_i_18
Atlanta,8.6,"['Donald Glover', 'Brian Tyree Henry', 'LaKeith Stanfield', 'Zazie Beetz', 'Khris Davis']",Creator,2016.0,music,This show is extremely funny but not for everyone. It doesn't just tackle hip hop culture it also makes fun of many modern day sociopolitical issues. I would recommend for people who are open minded.,https://www.imdb.com/title/tt4288182/?ref_=sr_i_19
Pitch Perfect,7.1,"['Anna Kendrick', 'Brittany Snow', 'Rebel Wilson', 'Anna Camp', 'Skylar Astin']",Jason Moore,2012.0,music,"Take Bring It On, Glee (not in the icky cheesy way, but because there's singing involved, the good kind), Mean Girls, and add some quick-witted, sharp-tongued dialogue and commentary, and you have the funniest of movies. At first I was leery: a movie about A Cappella singing groups; I thought at best, it would be a teen flick. Yes, I know, Anna Kendrick. But bigger (some better) names have made some doozies. But, I was unbelievably surprised. Every kind of humour is covered here, and done to absolute perfection. You will be adopting many, many of the lines into your daily lexicon. For me, Rebel Wilson (as Fat Amy) and Elizabeth Banks (as Gail, the commentator) have some of the most hysterically smart lines ever committed to celluloid (right up there with Young Frankenstein).Loved it.",https://www.imdb.com/title/tt1981677/?ref_=sr_i_20
Amadeus,8.4,"['F. Murray Abraham', 'Tom Hulce', 'Elizabeth Berridge', 'Roy Dotrice', 'Simon Callow']",Milos Forman,1984.0,music,"At the tender age of 26, when I still thought no film was complete without a car chase and a big explosion, Amadeus had me hooked. I went to see it multiple times back in 1984 during its initial release, back when the theater was empty whenever it played and before it was nominated by the Academy.This film is an unusual biography, and I often like to compare it with Ed Wood, since both Ed Wood and Salieri were men who gave everything they had to their respective crafts and came up short. Salieri, a contemporary of Mozart, has only one dream - to be a great composer. Predating the prosperity gospel by about two hundred years, Salieri mistakes obsessing with God over his own earthly desires with actual godliness, even being happy when his father - who objects to Salieri's musical interests - chokes to death and leaves Salieri free to pursue his musical dreams. He chalks this up to God's will for his career. Problems begin when Salieri meets a twenty-something Mozart at the court of the Emperor in Vienna, where Salieri is the court composer. Mozart is everything Salieri is not - profane, forward, and a great composer. Salieri starts down the road to insanity as he realizes the childish Mozart has all of the gifts he ever wanted and has been denied. However, Salieri is not an outright failure as was Ed Wood. In many ways he is something worse than a ridiculous failure - he is mediocre, and worse yet, he knows it.Salieri,angry at God for honoring a profane ungrateful boy like Mozart while ignoring his own one desire to be a great composer, swears to destroy Mozart. The strange thing is, as long as Mozart is alive, Salieri is the honored composer, not Mozart, though this just seems to infuriate Salieri even more. Salieri seems to be the only person in Vienna who recognizes Mozart's talent. This just begs the question - why did it never occur to Salieri that being able to recognize something as valuable before anyone else does is a talent in and of itself? After all, in 1975 the second best thing to being Bill Gates would have been to have recognized his genius and invested heavily in his success. But I digress.The cinematography and art direction on this film are outstanding. The visuals start out light and festive, matching Mozart's mood and prospects. As poverty, illness, and the guilt of his father's death close in on Mozart during the second half of the film, the mood and visuals become very dark to match what is happening in Mozart's own life. Highly recommended.",https://www.imdb.com/title/tt0086879/?ref_=sr_i_21
